Date,Open,High,Low,Close,Adj Close,Volume
2021-08-11,429.799988,432.899994,423.149994,428.049988,428.049988,23827946
2021-08-12,430.000000,430.450012,425.000000,427.149994,427.149994,16847144
2021-08-13,427.600006,432.250000,425.000000,431.200012,431.200012,20908992
2021-08-16,430.000000,434.000000,424.000000,424.850006,424.850006,17608693
2021-08-17,424.850006,425.850006,415.250000,421.500000,421.500000,22957877
2021-08-18,422.149994,424.350006,418.000000,419.700012,419.700012,17668574
2021-08-20,415.000000,417.350006,405.149994,406.700012,406.700012,25541790
2021-08-23,411.100006,413.000000,401.250000,409.500000,409.500000,26559937
2021-08-24,409.500000,418.750000,408.200012,417.600006,417.600006,19012313
2021-08-25,419.000000,421.299988,414.299988,416.250000,416.250000,16410980
2021-08-26,414.500000,415.799988,410.000000,410.750000,410.750000,15897679
2021-08-27,410.350006,414.350006,407.500000,412.450012,412.450012,15090541
2021-08-30,414.399994,423.299988,413.500000,422.700012,422.700012,20308691
2021-08-31,423.850006,427.000000,418.700012,426.049988,426.049988,26262421
2021-09-01,427.500000,432.549988,425.149994,429.899994,429.899994,18776721
2021-09-02,431.399994,433.500000,427.750000,429.750000,429.750000,14372717
2021-09-03,431.250000,434.299988,428.200012,431.399994,431.399994,14233624
2021-09-06,432.000000,433.850006,430.049988,431.049988,431.049988,10694099
2021-09-07,431.049988,431.700012,425.100006,429.100006,429.100006,14928735
2021-09-08,429.000000,435.399994,427.350006,431.350006,431.350006,22817464
2021-09-09,430.250000,433.799988,430.000000,432.299988,432.299988,9662128
2021-09-13,430.100006,433.799988,428.799988,432.850006,432.850006,9567921
2021-09-14,435.000000,436.750000,432.250000,433.000000,433.000000,9981562
2021-09-15,433.000000,445.000000,431.450012,443.850006,443.850006,22181568
2021-09-16,444.850006,466.100006,442.750000,463.700012,463.700012,42637448
2021-09-17,468.000000,471.899994,450.350006,454.100006,454.100006,41529478
2021-09-20,449.399994,453.500000,435.649994,437.450012,437.450012,18376916
2021-09-21,440.149994,441.350006,432.649994,438.799988,438.799988,17279588
2021-09-22,438.899994,442.799988,436.100006,438.850006,438.850006,14321143
2021-09-23,442.399994,451.149994,442.049988,449.799988,449.799988,20516770
2021-09-24,451.100006,451.899994,440.000000,440.750000,440.750000,10731274
2021-09-27,444.899994,450.549988,442.250000,446.600006,446.600006,11746892
2021-09-28,449.200012,455.799988,439.600006,444.899994,444.899994,19241170
2021-09-29,441.850006,462.299988,439.100006,460.000000,460.000000,38635938
2021-09-30,459.950012,464.899994,451.399994,453.000000,453.000000,26530369
2021-10-01,448.500000,455.549988,443.799988,451.649994,451.649994,14777309
2021-10-04,453.799988,464.399994,451.600006,463.149994,463.149994,16246765
2021-10-05,462.000000,469.000000,458.700012,464.700012,464.700012,16487568
2021-10-06,465.000000,471.000000,453.649994,457.200012,457.200012,19056690
2021-10-07,462.100006,464.000000,457.100006,457.899994,457.899994,9984651
2021-10-08,461.899994,464.000000,454.250000,458.000000,458.000000,16521128
2021-10-11,460.000000,474.950012,458.649994,469.250000,469.250000,20686981
2021-10-12,470.000000,484.399994,468.100006,483.000000,483.000000,33763609
2021-10-13,486.149994,486.149994,478.000000,481.700012,481.700012,17638983
2021-10-14,482.000000,493.899994,482.000000,490.600006,490.600006,23431826
2021-10-18,494.000000,501.000000,491.700012,497.950012,497.950012,20084248
2021-10-19,500.350006,504.200012,483.250000,488.200012,488.200012,20645100
2021-10-20,488.799988,507.500000,483.100006,499.899994,499.899994,34080545
2021-10-21,504.899994,506.500000,491.750000,502.950012,502.950012,20808243
2021-10-22,504.600006,508.700012,500.000000,502.950012,502.950012,24080485
2021-10-25,506.500000,515.450012,497.850006,506.500000,506.500000,35619415
2021-10-26,507.600006,518.200012,507.600006,512.549988,512.549988,21107457
2021-10-27,513.700012,526.849976,512.750000,519.150024,519.150024,29463032
2021-10-28,519.599976,520.549988,497.600006,501.350006,501.350006,28140401
2021-10-29,501.500000,512.650024,488.399994,502.149994,502.149994,31355893
2021-11-01,508.500000,516.950012,501.000000,515.700012,515.700012,20679604
2021-11-02,514.799988,525.000000,512.049988,521.700012,521.700012,26797820
2021-11-03,524.000000,542.299988,515.200012,527.650024,527.650024,80775924
2021-11-04,531.500000,535.900024,528.049988,530.450012,530.450012,9796046
2021-11-08,534.450012,534.450012,516.450012,523.250000,523.250000,36802110
2021-11-09,526.250000,532.000000,522.200012,529.150024,529.150024,25451967
2021-11-10,525.549988,528.500000,521.500000,524.400024,524.400024,15805538
2021-11-11,522.849976,522.849976,507.100006,509.600006,509.600006,23086898
2021-11-12,512.000000,513.000000,502.700012,511.350006,511.350006,19836221
2021-11-15,512.400024,515.900024,505.500000,506.549988,506.549988,13328183
2021-11-16,507.399994,507.399994,493.500000,495.100006,495.100006,19553216
2021-11-17,493.850006,505.399994,491.000000,498.149994,498.149994,20488483
2021-11-18,499.100006,506.200012,492.299988,503.799988,503.799988,22471070
2021-11-22,506.000000,506.000000,477.500000,486.399994,486.399994,28800269
2021-11-23,485.250000,495.399994,480.000000,493.049988,493.049988,20000371
2021-11-24,495.799988,500.000000,489.049988,493.149994,493.149994,13963769
2021-11-25,490.000000,495.450012,486.299988,490.549988,490.549988,12894211
2021-11-26,486.250000,487.899994,467.100006,470.500000,470.500000,26305817
2021-11-29,470.000000,477.750000,454.299988,465.100006,465.100006,22407465
2021-11-30,468.000000,477.250000,458.000000,460.549988,460.549988,23026652
2021-12-01,464.450012,477.250000,464.000000,475.299988,475.299988,17156956
2021-12-02,474.500000,478.149994,470.950012,477.000000,477.000000,12962679
2021-12-03,475.750000,481.500000,470.049988,473.149994,473.149994,16653993
2021-12-06,473.149994,477.000000,463.799988,465.299988,465.299988,14353300
2021-12-07,469.200012,479.700012,469.200012,476.700012,476.700012,13644942
2021-12-08,480.899994,492.399994,480.250000,491.549988,491.549988,20397660
2021-12-09,492.299988,493.500000,486.100006,488.649994,488.649994,12560970
2021-12-10,488.500000,495.950012,484.399994,494.700012,494.700012,13261408
2021-12-13,497.750000,500.450012,486.350006,487.799988,487.799988,14047645
2021-12-14,486.000000,490.350006,481.799988,488.549988,488.549988,11642447
2021-12-15,490.000000,491.000000,483.500000,484.799988,484.799988,8639835
2021-12-16,488.350006,490.549988,478.250000,481.149994,481.149994,11107781
2021-12-17,480.049988,481.399994,466.500000,467.799988,467.799988,12648603
2021-12-20,459.000000,464.000000,443.000000,449.200012,449.200012,22336114
2021-12-21,457.049988,458.250000,444.500000,446.000000,446.000000,16617447
2021-12-22,450.000000,457.299988,449.000000,455.850006,455.850006,13102553
2021-12-23,461.000000,465.000000,457.750000,461.799988,461.799988,14471377
2021-12-24,462.600006,463.600006,452.200012,456.950012,456.950012,13221159
2021-12-27,453.700012,460.500000,450.549988,458.049988,458.049988,8856482
2021-12-28,461.200012,462.899994,459.049988,461.200012,461.200012,8832210
2021-12-29,461.000000,462.149994,451.399994,454.399994,454.399994,11757303
2021-12-30,452.750000,454.899994,448.500000,451.700012,451.700012,28879190
2021-12-31,454.250000,461.399994,453.100006,460.450012,460.450012,10005842
2022-01-03,462.000000,472.000000,460.100006,470.799988,470.799988,13124509
2022-01-04,472.500000,484.700012,471.049988,483.500000,483.500000,23296671
2022-01-05,481.899994,495.000000,479.149994,492.399994,492.399994,24694169
2022-01-06,487.700012,494.399994,485.399994,491.700012,491.700012,18190843
2022-01-07,493.450012,501.950012,489.450012,491.250000,491.250000,22746330
2022-01-10,493.350006,504.950012,492.500000,503.649994,503.649994,15832274
2022-01-11,503.000000,507.799988,499.250000,505.950012,505.950012,16107950
2022-01-12,509.899994,513.500000,508.500000,510.250000,510.250000,14489616
2022-01-13,510.000000,512.849976,507.000000,511.350006,511.350006,10450974
2022-01-14,509.000000,510.350006,505.149994,508.350006,508.350006,8724574
2022-01-17,508.000000,518.900024,507.549988,514.000000,514.000000,17422211
2022-01-18,514.000000,517.450012,505.000000,506.799988,506.799988,12592506
2022-01-19,505.000000,517.650024,500.299988,515.799988,515.799988,16079457
2022-01-20,516.000000,519.150024,508.000000,511.399994,511.399994,17724642
